Country,Year,MeanTemp,Income group,country_code,CO2_kt,Temp_change
Afghanistan,2013,16.533625,Low income,AFG,5989.99977111816,2.0520416666666677
Albania,1961,13.31675,Upper middle income,ALB,2280.874,-0.01833333333333087
Albania,1962,13.06875,Upper middle income,ALB,2464.224,-0.2480000000000011
Albania,1963,13.085833333333333,Upper middle income,ALB,2082.856,0.017083333333333783
Albania,1964,12.515333333333333,Upper middle income,ALB,2016.85,-0.5705000000000009
Albania,1965,12.378416666666666,Upper middle income,ALB,2174.531,-0.13691666666666613
Albania,1966,13.204583333333334,Upper middle income,ALB,2552.232,0.8261666666666674
Albania,1967,12.62175,Upper middle income,ALB,2680.577,-0.5828333333333333
Albania,1968,12.869583333333333,Upper middle income,ALB,3072.946,0.24783333333333246
Albania,1969,12.802916666666667,Upper middle income,ALB,3245.295,-0.06666666666666643
Albania,1970,12.839666666666666,Upper middle income,ALB,3744.007,0.036749999999999616
Albania,1971,12.534416666666667,Upper middle income,ALB,4352.729,-0.30524999999999913
Albania,1972,12.60825,Upper middle income,ALB,5643.513,0.07383333333333297
Albania,1973,12.486666666666666,Upper middle income,ALB,5291.481,-0.1215833333333336
Albania,1974,12.559833333333335,Upper middle income,ALB,4345.395,0.07316666666666904
Albania,1975,12.568416666666666,Upper middle income,ALB,4594.751,0.0085833333333305
Albania,1976,12.03625,Upper middle income,ALB,4950.45,-0.5321666666666651
Albania,1977,13.22325,Upper middle income,ALB,5720.52,1.1869999999999994
Albania,1978,12.263583333333335,Upper middle income,ALB,6494.257,-0.9596666666666653
Albania,1979,12.989166666666668,Upper middle income,ALB,7587.023,0.7255833333333328
Albania,1980,12.162083333333333,Upper middle income,ALB,5170.47,-0.8270833333333343
Albania,1981,12.578666666666669,Upper middle income,ALB,7341.334,0.4165833333333353
Albania,1982,13.015250000000002,Upper middle income,ALB,7308.331,0.4365833333333331
Albania,1983,12.510916666666667,Upper middle income,ALB,7631.027,-0.5043333333333351
Albania,1984,12.640749999999999,Upper middle income,ALB,7825.378,0.12983333333333213
Albania,1985,12.948166666666667,Upper middle income,ALB,7880.383,0.30741666666666845
Albania,1986,13.056416666666665,Upper middle income,ALB,8056.399,0.10824999999999818
Albania,1987,12.996583333333334,Upper middle income,ALB,7444.01,-0.05983333333333185
Albania,1988,13.044083333333333,Upper middle income,ALB,7326.666,0.04749999999999943
Albania,1989,12.803833333333335,Upper middle income,ALB,8984.15,-0.24024999999999785
Albania,1990,13.468666666666666,Upper middle income,ALB,5980.0,0.6648333333333305
Albania,1991,12.338833333333334,Upper middle income,ALB,4060.0,-1.1298333333333321
Albania,1992,13.084666666666665,Upper middle income,ALB,2220.0,0.7458333333333318
Albania,1993,13.122583333333333,Upper middle income,ALB,2060.0,0.03791666666666771
Albania,1994,14.099666666666666,Upper middle income,ALB,2070.0,0.9770833333333329
Albania,1995,12.782083333333333,Upper middle income,ALB,1930.0,-1.3175833333333333
Albania,1996,12.7365,Upper middle income,ALB,1940.0,-0.04558333333333309
Albania,1997,12.900916666666667,Upper middle income,ALB,1470.0,0.16441666666666777
Albania,1998,13.311250000000001,Upper middle income,ALB,1790.0,0.4103333333333339
Albania,1999,13.65375,Upper middle income,ALB,2970.0,0.34249999999999936
Albania,2000,13.746583333333334,Upper middle income,ALB,3170.0,0.0928333333333331
Albania,2001,13.690416666666666,Upper middle income,ALB,3230.0,-0.05616666666666781
Albania,2002,13.559916666666666,Upper middle income,ALB,3759.99999046326,-0.13049999999999962
Albania,2003,13.626583333333334,Upper middle income,ALB,4070.00017166138,0.0666666666666682
Albania,2004,13.258166666666666,Upper middle income,ALB,4250.0,-0.3684166666666684
Albania,2005,12.747083333333334,Upper middle income,ALB,4030.00020980835,-0.5110833333333318
Albania,2006,12.976916666666666,Upper middle income,ALB,4010.00022888184,0.22983333333333178
Albania,2007,13.890500000000001,Upper middle income,ALB,4139.9998664856,0.9135833333333352
Albania,2008,13.955166666666665,Upper middle income,ALB,4079.99992370605,0.06466666666666399
Albania,2009,13.84425,Upper middle income,ALB,4219.99979019165,-0.11091666666666455
Albania,2010,13.775416666666667,Upper middle income,ALB,4449.99980926514,-0.06883333333333397
Albania,2011,13.44325,Upper middle income,ALB,4849.99990463257,-0.33216666666666583
Albania,2012,13.768250000000002,Upper middle income,ALB,4360.0001335144,0.32500000000000107
Albania,2013,14.993875000000001,Upper middle income,ALB,4440.00005722046,1.225624999999999
Algeria,1961,23.39033333333333,Upper middle income,DZA,6065.218,-0.11375000000000668
Algeria,1962,23.18241666666667,Upper middle income,DZA,5669.182,-0.2079166666666623
Algeria,1963,23.317833333333336,Upper middle income,DZA,5427.16,0.13541666666666785
Algeria,1964,23.147499999999997,Upper middle income,DZA,5650.847,-0.170333333333339
Algeria,1965,22.97375,Upper middle income,DZA,6596.933,-0.1737499999999983
Algeria,1966,23.301333333333332,Upper middle income,DZA,8430.433,0.3275833333333331
Algeria,1967,22.861666666666668,Upper middle income,DZA,8441.434,-0.439666666666664
Algeria,1968,23.185916666666667,Upper middle income,DZA,9061.157,0.32424999999999926
Algeria,1969,23.458250000000003,Upper middle income,DZA,11276.025,0.27233333333333576
Algeria,1970,23.322833333333335,Upper middle income,DZA,15075.037,-0.13541666666666785
Algeria,1971,22.672250000000002,Upper middle income,DZA,18668.697,-0.6505833333333335
Algeria,1972,22.698166666666665,Upper middle income,DZA,28349.577,0.0259166666666637
Algeria,1973,22.886166666666668,Upper middle income,DZA,38312.816,0.1880000000000024
Algeria,1974,22.541,Upper middle income,DZA,31906.567,-0.3451666666666675
Algeria,1975,22.71641666666667,Upper middle income,DZA,32031.245,0.17541666666667055
Algeria,1976,22.35675,Upper middle income,DZA,39170.894,-0.35966666666666924
Algeria,1977,23.546083333333332,Upper middle income,DZA,41891.808,1.1893333333333302
Algeria,1978,23.161833333333334,Upper middle income,DZA,62529.684,-0.384249999999998
Algeria,1979,23.396833333333333,Upper middle income,DZA,45621.147,0.23499999999999943
Algeria,1980,23.16016666666667,Upper middle income,DZA,66519.38,-0.23666666666666458
Algeria,1981,23.579250000000002,Upper middle income,DZA,46438.888,0.41908333333333303
Algeria,1982,23.094166666666666,Upper middle income,DZA,39269.903,-0.48508333333333553
Algeria,1983,23.683000000000003,Upper middle income,DZA,52625.117,0.5888333333333371
Algeria,1984,23.063083333333335,Upper middle income,DZA,71103.13,-0.6199166666666684
Algeria,1985,23.52625,Upper middle income,DZA,72786.283,0.46316666666666606
Algeria,1986,23.25666666666667,Upper middle income,DZA,76277.267,-0.26958333333332973
Algeria,1987,24.24775,Upper middle income,DZA,84120.98,0.9910833333333287
Algeria,1988,23.81566666666667,Upper middle income,DZA,83948.631,-0.43208333333333115
Algeria,1989,23.724333333333334,Upper middle income,DZA,80046.943,-0.09133333333333482
Algeria,1990,24.014416666666666,Upper middle income,DZA,62940.0,0.2900833333333317
Algeria,1991,23.011083333333332,Upper middle income,DZA,66430.0,-1.0033333333333339
Algeria,1992,22.767,Upper middle income,DZA,66840.0,-0.24408333333333232
Algeria,1993,23.450833333333335,Upper middle income,DZA,72220.0,0.683833333333336
Algeria,1994,23.642083333333336,Upper middle income,DZA,73610.0,0.19125000000000014
Algeria,1995,23.7225,Upper middle income,DZA,76440.0,0.08041666666666458
Algeria,1996,23.734333333333336,Upper middle income,DZA,76120.0,0.01183333333333536
Algeria,1997,23.955166666666667,Upper middle income,DZA,74430.0,0.22083333333333144
Algeria,1998,23.920583333333337,Upper middle income,DZA,74650.0,-0.0345833333333303
Algeria,1999,24.29941666666667,Upper middle income,DZA,77510.0,0.3788333333333327
Algeria,2000,24.03225,Upper middle income,DZA,80050.0,-0.2671666666666681
Algeria,2001,24.72441666666667,Upper middle income,DZA,78650.0,0.6921666666666688
Algeria,2002,24.263,Upper middle income,DZA,82400.0015258789,-0.46141666666666836
Algeria,2003,24.393666666666665,Upper middle income,DZA,88190.0024414063,0.13066666666666293
Algeria,2004,23.916,Upper middle income,DZA,89489.9978637695,-0.47766666666666424
Algeria,2005,24.222583333333333,Upper middle income,DZA,94190.0024414063,0.3065833333333323
Algeria,2006,24.200833333333335,Upper middle income,DZA,99809.9975585938,-0.02174999999999727
Algeria,2007,24.06533333333333,Upper middle income,DZA,102750.0,-0.13550000000000395
Algeria,2008,23.95025,Upper middle income,DZA,107750.0,-0.11508333333333098
Algeria,2009,24.154333333333337,Upper middle income,DZA,112169.998168945,0.20408333333333672
Algeria,2010,25.215666666666667,Upper middle income,DZA,114180.000305176,1.0613333333333301
Algeria,2011,24.144166666666667,Upper middle income,DZA,120790.000915527,-1.0715000000000003
Algeria,2012,23.95483333333333,Upper middle income,DZA,134929.992675781,-0.18933333333333735
Algeria,2013,25.1215,Upper middle income,DZA,139020.004272461,1.1666666666666714
Andorra,1991,11.565416666666666,High income,AND,410.0,-0.8901666666666692
Andorra,1992,11.498416666666666,High income,AND,410.0,-0.06700000000000017
Andorra,1993,11.432166666666667,High income,AND,410.0,-0.06624999999999837
Andorra,1994,12.632249999999999,High income,AND,410.0,1.2000833333333318
Andorra,1995,12.376416666666666,High income,AND,430.0,-0.25583333333333336
Andorra,1996,11.741416666666666,High income,AND,450.0,-0.6349999999999998
Andorra,1997,12.896166666666666,High income,AND,470.0,1.15475
Andorra,1998,12.11875,High income,AND,490.0,-0.7774166666666655
Andorra,1999,12.178666666666667,High income,AND,510.0,0.059916666666666174
Andorra,2000,12.311916666666667,High income,AND,520.0,0.1332500000000003
Andorra,2001,12.216083333333332,High income,AND,520.0,-0.09583333333333499
Andorra,2002,12.319583333333334,High income,AND,529.999971389771,0.10350000000000215
Andorra,2003,12.900666666666666,High income,AND,529.999971389771,0.5810833333333321
Andorra,2004,12.043,High income,AND,560.000002384186,-0.8576666666666668
Andorra,2005,11.643416666666667,High income,AND,579.999983310699,-0.3995833333333323
Andorra,2006,12.834333333333333,High income,AND,550.000011920929,1.1909166666666664
Andorra,2007,12.15525,High income,AND,540.000021457672,-0.6790833333333328
Andorra,2008,11.978583333333333,High income,AND,540.000021457672,-0.17666666666666764
Andorra,2009,12.566666666666668,High income,AND,519.999980926514,0.5880833333333353
Andorra,2010,11.480833333333335,High income,AND,519.999980926514,-1.0858333333333334
Andorra,2011,12.994416666666666,High income,AND,490.000009536743,1.5135833333333313
Andorra,2012,12.339916666666667,High income,AND,490.000009536743,-0.6544999999999987
Andorra,2013,12.307875,High income,AND,479.999989271164,-0.03204166666666808
Angola,1961,21.93875,Lower middle income,AGO,454.708,0.011666666666666714
Angola,1962,21.84866666666667,Lower middle income,AGO,1180.774,-0.09008333333332885
Angola,1963,21.83775,Lower middle income,AGO,1151.438,-0.010916666666670238
Angola,1964,21.68641666666667,Lower middle income,AGO,1224.778,-0.15133333333333
Angola,1965,21.819916666666668,Lower middle income,AGO,1188.108,0.13349999999999795
Angola,1966,22.103250000000003,Lower middle income,AGO,1554.808,0.283333333333335
Angola,1967,21.776416666666666,Lower middle income,AGO,993.757,-0.32683333333333664
Angola,1968,21.748166666666666,Lower middle income,AGO,1672.152,-0.028249999999999886
Angola,1969,22.1905,Lower middle income,AGO,2786.92,0.4423333333333339
Angola,1970,22.149833333333333,Lower middle income,AGO,3582.659,-0.04066666666666663
Angola,1971,21.837,Lower middle income,AGO,3410.31,-0.31283333333333374
Angola,1972,22.011,Lower middle income,AGO,4506.743,0.1739999999999995
Angola,1973,22.349666666666668,Lower middle income,AGO,4880.777,0.33866666666666845
Angola,1974,21.623499999999996,Lower middle income,AGO,4873.443,-0.7261666666666713
Angola,1975,21.738916666666668,Lower middle income,AGO,4415.068,0.11541666666667183
Angola,1976,21.44741666666667,Lower middle income,AGO,3285.632,-0.2914999999999992
Angola,1977,21.95075,Lower middle income,AGO,3534.988,0.5033333333333303
Angola,1978,21.816999999999997,Lower middle income,AGO,5412.492,-0.1337500000000027
Angola,1979,22.144750000000002,Lower middle income,AGO,5504.167,0.3277500000000053
Angola,1980,22.077583333333333,Lower middle income,AGO,5346.486,-0.06716666666666882
Angola,1981,22.02791666666667,Lower middle income,AGO,5280.48,-0.04966666666666342
Angola,1982,21.820000000000004,Lower middle income,AGO,4649.756,-0.20791666666666586
Angola,1983,22.367250000000002,Lower middle income,AGO,5115.465,0.5472499999999982
Angola,1984,22.356166666666667,Lower middle income,AGO,5009.122,-0.011083333333335332
Angola,1985,22.021833333333333,Lower middle income,AGO,4701.094,-0.33433333333333337
Angola,1986,22.03625,Lower middle income,AGO,4660.757,0.014416666666665634
Angola,1987,22.749916666666667,Lower middle income,AGO,5815.862,0.7136666666666684
Angola,1988,22.412333333333333,Lower middle income,AGO,5130.133,-0.3375833333333347
Angola,1989,22.12216666666667,Lower middle income,AGO,5009.122,-0.29016666666666424
Angola,1990,22.466416666666664,Lower middle income,AGO,6560.0,0.3442499999999953
Angola,1991,22.095416666666665,Lower middle income,AGO,6670.0,-0.37099999999999866
Angola,1992,22.498583333333332,Lower middle income,AGO,6880.0,0.40316666666666734
Angola,1993,22.291,Lower middle income,AGO,9270.0,-0.20758333333333212
Angola,1994,22.18941666666667,Lower middle income,AGO,11300.0,-0.10158333333333047
Angola,1995,22.936166666666665,Lower middle income,AGO,12720.0,0.7467499999999951
Angola,1996,22.479249999999997,Lower middle income,AGO,15440.0,-0.4569166666666682
Angola,1997,22.317166666666665,Lower middle income,AGO,16160.0,-0.16208333333333158
Angola,1998,23.120166666666666,Lower middle income,AGO,16770.0,0.8030000000000008
Angola,1999,22.382083333333338,Lower middle income,AGO,17610.0,-0.7380833333333285
Angola,2000,22.360666666666663,Lower middle income,AGO,16200.0,-0.02141666666667419
Angola,2001,22.502916666666668,Lower middle income,AGO,15960.0,0.1422500000000042
Angola,2002,22.9255,Lower middle income,AGO,15689.9995803833,0.422583333333332
Angola,2003,23.06658333333333,Lower middle income,AGO,16760.0002288818,0.14108333333333078
Angola,2004,22.572833333333335,Lower middle income,AGO,17450.0007629395,-0.493749999999995
Angola,2005,22.966083333333334,Lower middle income,AGO,15810.0004196167,0.3932499999999983
Angola,2006,21.947083333333335,Lower middle income,AGO,16559.9994659424,-1.0189999999999984
Angola,2007,22.427083333333332,Lower middle income,AGO,16969.9993133545,0.4799999999999969
Angola,2008,22.287333333333333,Lower middle income,AGO,19280.0006866455,-0.13974999999999937
Angola,2009,22.3165,Lower middle income,AGO,21149.9996185303,0.02916666666666856
Angola,2010,22.6815,Lower middle income,AGO,22799.9992370605,0.36499999999999844
Angola,2011,22.029666666666667,Lower middle income,AGO,23870.0008392334,-0.6518333333333324
Angola,2012,22.123333333333335,Lower middle income,AGO,23870.0008392334,0.09366666666666745
Angola,2013,22.507875,Lower middle income,AGO,26959.9990844727,0.3845416666666637
Argentina,1961,14.972916666666668,Upper middle income,ARG,51180.319,-0.020749999999999602
Argentina,1962,14.852416666666665,Upper middle income,ARG,53695.881,-0.12050000000000338
Argentina,1963,14.847166666666666,Upper middle income,ARG,50083.886,-0.005249999999998423
Argentina,1964,14.43125,Upper middle income,ARG,55727.399,-0.41591666666666605
Argentina,1965,14.909583333333332,Upper middle income,ARG,58866.351,0.4783333333333317
Argentina,1966,14.677999999999999,Upper middle income,ARG,63138.406,-0.23158333333333303
Argentina,1967,15.049750000000001,Upper middle income,ARG,65543.958,0.37175000000000225
Argentina,1968,15.196916666666667,Upper middle income,ARG,69082.613,0.14716666666666534
Argentina,1969,15.262833333333333,Upper middle income,ARG,77329.696,0.0659166666666664
Argentina,1970,15.195333333333332,Upper middle income,ARG,82734.854,-0.06750000000000078
Argentina,1971,14.651166666666667,Upper middle income,ARG,88939.418,-0.5441666666666656
Argentina,1972,14.818416666666666,Upper middle income,ARG,90156.862,0.16724999999999923
Argentina,1973,14.597916666666668,Upper middle income,ARG,94065.884,-0.2204999999999977
Argentina,1974,14.637666666666666,Upper middle income,ARG,95569.354,0.039749999999997954
Argentina,1975,14.939666666666668,Upper middle income,ARG,94931.296,0.3020000000000014
Argentina,1976,14.440249999999999,Upper middle income,ARG,99786.404,-0.4994166666666686
Argentina,1977,15.35125,Upper middle income,ARG,100791.162,0.9110000000000014
Argentina,1978,15.186083333333334,Upper middle income,ARG,102639.33,-0.16516666666666602
Argentina,1979,14.974666666666666,Upper middle income,ARG,110703.063,-0.21141666666666836
Argentina,1980,15.226916666666668,Upper middle income,ARG,108737.551,0.25225000000000186
Argentina,1981,15.167416666666668,Upper middle income,ARG,102041.609,-0.059499999999999886
Argentina,1982,15.256749999999998,Upper middle income,ARG,103424.068,0.0893333333333306
Argentina,1983,14.954333333333333,Upper middle income,ARG,105213.564,-0.3024166666666659
Argentina,1984,14.400833333333333,Upper middle income,ARG,106522.683,-0.5534999999999997
Argentina,1985,15.32625,Upper middle income,ARG,100596.811,0.925416666666667
Argentina,1986,15.33475,Upper middle income,ARG,104212.473,0.00849999999999973
Argentina,1987,15.1875,Upper middle income,ARG,114942.115,-0.14724999999999966
Argentina,1988,14.836333333333334,Upper middle income,ARG,121473.042,-0.35116666666666596
Argentina,1989,15.543,Upper middle income,ARG,117090.977,0.7066666666666652
Argentina,1990,15.155083333333332,Upper middle income,ARG,100320.0,-0.38791666666666735
Argentina,1991,15.097583333333333,Upper middle income,ARG,105920.0,-0.05749999999999922
Argentina,1992,14.739166666666668,Upper middle income,ARG,107930.0,-0.35841666666666505
Argentina,1993,15.098666666666666,Upper middle income,ARG,110260.0,0.3594999999999988
Argentina,1994,15.578666666666665,Upper middle income,ARG,111910.0,0.47999999999999865
Argentina,1995,15.149833333333333,Upper middle income,ARG,112890.0,-0.4288333333333316
Argentina,1996,15.211583333333332,Upper middle income,ARG,122550.0,0.061749999999998195
Argentina,1997,15.620666666666667,Upper middle income,ARG,126120.0,0.409083333333335
Argentina,1998,15.261750000000001,Upper middle income,ARG,132670.0,-0.35891666666666566
Argentina,1999,15.064916666666667,Upper middle income,ARG,134510.0,-0.19683333333333408
Argentina,2000,14.7505,Upper middle income,ARG,132270.0,-0.31441666666666634
Argentina,2001,15.370416666666666,Upper middle income,ARG,125260.0,0.6199166666666649
Argentina,2002,15.183750000000002,Upper middle income,ARG,117470.001220703,-0.18666666666666387
Argentina,2003,15.518333333333333,Upper middle income,ARG,127660.003662109,0.334583333333331
Argentina,2004,15.442166666666667,Upper middle income,ARG,141380.004882813,-0.0761666666666656
Argentina,2005,15.112833333333334,Upper middle income,ARG,145990.005493164,-0.3293333333333326
Argentina,2006,15.561083333333334,Upper middle income,ARG,154899.993896484,0.4482499999999998
Argentina,2007,14.628083333333334,Upper middle income,ARG,162809.997558594,-0.9329999999999998
Argentina,2008,15.476,Upper middle income,ARG,167229.995727539,0.8479166666666664
Argentina,2009,15.534416666666667,Upper middle income,ARG,156570.007324219,0.05841666666666612
Argentina,2010,15.078833333333334,Upper middle income,ARG,167220.001220703,-0.45558333333333323
Argentina,2011,15.339666666666666,Upper middle income,ARG,176639.999389648,0.26083333333333236
Argentina,2012,15.689,Upper middle income,ARG,177960.006713867,0.34933333333333394
Argentina,2013,14.457125,Upper middle income,ARG,183250.0,-1.2318750000000005
Armenia,1991,9.372583333333333,Upper middle income,ARM,20690.0,0.1144999999999996
Armenia,1992,7.614666666666667,Upper middle income,ARM,10900.0,-1.7579166666666657
Armenia,1993,7.769666666666667,Upper middle income,ARM,5040.0,0.15499999999999936
Armenia,1994,9.02125,Upper middle income,ARM,2740.0,1.2515833333333335
Armenia,1995,9.892166666666666,Upper middle income,ARM,3510.0,0.8709166666666661
Armenia,1996,9.819166666666666,Upper middle income,ARM,2580.0,-0.0730000000000004
Armenia,1997,9.246333333333334,Upper middle income,ARM,3340.0,-0.5728333333333318
Armenia,1998,10.448416666666667,Upper middle income,ARM,3470.0,1.2020833333333325
Armenia,1999,10.331,Upper middle income,ARM,3110.0,-0.11741666666666717
Armenia,2000,9.918166666666668,Upper middle income,ARM,3560.0,-0.4128333333333316
Armenia,2001,10.443416666666668,Upper middle income,ARM,3600.0,0.5252499999999998
Armenia,2002,9.604999999999999,Upper middle income,ARM,3119.99988555908,-0.838416666666669
Armenia,2003,9.423083333333333,Upper middle income,ARM,3500.0,-0.18191666666666606
Armenia,2004,9.720166666666666,Upper middle income,ARM,3759.99999046326,0.29708333333333314
Armenia,2005,9.735416666666667,Upper middle income,ARM,4460.00003814697,0.015250000000001762
Armenia,2006,10.0535,Upper middle income,ARM,4489.99977111816,0.31808333333333216
Armenia,2007,9.53525,Upper middle income,ARM,5199.99980926514,-0.5182500000000001
Armenia,2008,9.706750000000001,Upper middle income,ARM,5690.00005722046,0.17150000000000176
Armenia,2009,9.842083333333333,Upper middle income,ARM,4510.00022888184,0.13533333333333175
Armenia,2010,11.509500000000001,Upper middle income,ARM,4340.00015258789,1.6674166666666679
Armenia,2011,9.136000000000001,Upper middle income,ARM,4940.00005722046,-2.3735
Armenia,2012,10.35075,Upper middle income,ARM,5719.99979019165,1.2147499999999987
Armenia,2013,11.34375,Upper middle income,ARM,5500.0,0.9930000000000003
Aruba,1961,28.072833333333335,High income,ABW,11576.719,-0.18074999999999974
Aruba,1962,28.286,High income,ABW,12713.489,0.21316666666666606
Aruba,1963,28.31725,High income,ABW,12178.107,0.03125
Aruba,1964,28.07641666666667,High income,ABW,11840.743,-0.240833333333331
Aruba,1965,28.04675,High income,ABW,10623.299,-0.02966666666667095
Aruba,1966,28.24116666666667,High income,ABW,9933.903,0.1944166666666689
Aruba,1967,27.95475,High income,ABW,12236.779,-0.28641666666666765
Aruba,1968,28.114333333333335,High income,ABW,11378.701,0.15958333333333385
Aruba,1969,28.631,High income,ABW,14891.687,0.5166666666666657
Aruba,1970,28.369333333333334,High income,ABW,16655.514,-0.2616666666666667
Aruba,1971,27.89,High income,ABW,14495.651,-0.47933333333333294
Aruba,1972,28.352333333333334,High income,ABW,14055.611,0.4623333333333335
Aruba,1973,28.331833333333332,High income,ABW,15592.084,-0.02050000000000196
Aruba,1974,27.70025,High income,ABW,14132.618,-0.6315833333333316
Aruba,1975,27.943250000000003,High income,ABW,10234.597,0.2430000000000021
Aruba,1976,27.810083333333335,High income,ABW,21862.654,-0.13316666666666777
Aruba,1977,28.45441666666667,High income,ABW,11419.038,0.6443333333333356
Aruba,1978,28.391583333333333,High income,ABW,9724.884,-0.0628333333333373
Aruba,1979,28.432333333333332,High income,ABW,10201.594,0.040749999999999176
Aruba,1980,28.62691666666667,High income,ABW,10498.621,0.19458333333333755
Aruba,1981,28.44825,High income,ABW,9999.909,-0.1786666666666683
Aruba,1982,28.2465,High income,ABW,11180.683,-0.20175000000000054
Aruba,1983,28.687,High income,ABW,5746.189,0.4405000000000001
Aruba,1984,28.198166666666665,High income,ABW,14348.971,-0.4888333333333357
Aruba,1985,27.885666666666665,High income,ABW,16794.86,-0.3125
Aruba,1986,27.989333333333335,High income,ABW,179.683,0.10366666666666902
Aruba,1987,28.859416666666664,High income,ABW,447.374,0.87008333333333
Aruba,1988,28.34991666666667,High income,ABW,612.389,-0.5094999999999956
Aruba,1989,28.134583333333335,High income,ABW,649.059,-0.2153333333333336
Aruba,1990,28.243333333333336,High income,ABW,487.711,0.10875000000000057
Aruba,1991,28.343083333333336,High income,ABW,531.715,0.09975000000000023
Aruba,1992,28.49875,High income,ABW,539.049,0.15566666666666507
Aruba,1993,28.589166666666667,High income,ABW,649.059,0.09041666666666615
Aruba,1994,28.482249999999997,High income,ABW,660.06,-0.10691666666667032
Aruba,1995,28.736416666666667,High income,ABW,707.731,0.25416666666667
Aruba,1996,28.479583333333334,High income,ABW,726.066,-0.2568333333333328
Aruba,1997,28.763333333333335,High income,ABW,759.069,0.2837500000000013
